Name,starName,controversial,planetSemimajor,planetEarthRads,earthMass,eccentricity,earthFlux,equilTemp,stellarEffTemp,stellarRadius,stellarMass,luminosity,stLogSurfaceGrav,
NY Vir b,NY Vir,0,3.3,,730.978,,,,32780,0.15,0.46,1.375,5.74,
GJ 328 b,GJ 328,0,4.5,,731,0.37,,,3900,,0.69,,,
HD 12661 b,HD 12661,0,0.831,,731,0.3768,,,5655,1.21,1,0.133,4.27,
HD 62509 b,HD 62509,0,1.64,,731,0.02,,,4892.63,,,,,
NN Ser d,NN Ser,0,3.43,,731,0.19,,,,,,,,
TOI-1518 b,TOI-1518,0,0.0389,21.017,731.00534,0.01,,2492,7300,1.95,1.79,,4.1,
TOI-2046 b,TOI-2046,0,,16.141,731.00534,,,,6250,1.21,1.13,,4.3,
HAT-P-11 c,HAT-P-11,0,,,731.009,0.604,,,,,0.81,,,
HD 147873 c,HD 147873,0,1.36,,731.009,0.23,,,5972,2.29,1.38,0.777,3.86,
HD 47366 b,HD 47366,0,1.28,,731.009,0.06,,,4914,6.2,2.19,1.389,3.1,
WASP-192 b,WASP-192,0,0.0408,13.787,731.009,0,,1620,5910,1.32,1.09,,4.24,
WASP-72 b,WASP-72,0,,14.46,731.009,0,,,6250,2.18,2.78,,4.09,
WASP-36 b,WASP-36,0,0.02643,14.359,731.932,0,,,5959,0.95,1.04,,,
HAT-P-14 b,HAT-P-14,0,0.06062,12.89,731.96249,0.1074,,,6600,1.47,1.39,,,
POTS-1 b,POTS-1,0,0.03734,10.548,734.16,,,,4400,0.59,0.69,,4.63,
HAT-P-56 b,HAT-P-56,0,,16.926,734.1873,,,,6566,1.47,1.42,,3.39,
HAT-P-14 b,HAT-P-14,0,,,736.09428,0.115,,,,,1.42,,,
WASP-66 b,WASP-66,0,0.0546,15.581,737.335,0.11,,,6580,1.75,1.3,,,
HD 192699 b,HD 192699,0,1.12,,737.3656,0.13,,,5164,4.31,1.61,,3.38,
WASP-66 b,WASP-66,0,0.0546,15.581,737.3656,0,,,6600,1.75,1.3,,,
CoRoT-11 b,CoRoT-11,0,0.0436,16.03,740.51,0,,1657,6440,1.37,1.27,,4.22,
HD 82886 b,HD 82886,0,1.58,,740.5439,0.07,,,4953,5.26,2.53,,3.4,
HD 98736 b,HD 98736,0,1.864,,740.5439,0.226,,,5271,0.93,0.92,-0.22,,
OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,0,0.55,,740.9,,,,,,0.05,,,
HD 12661 b,HD 12661,0,0.831,,743.7,0.361,,,5655,1.21,1,0.133,4.27,
CoRoT-11 b,CoRoT-11,0,0.044,15.984,743.7222,,,1735,6440,1.37,1.26,,4.26,
Kepler-17 b,Kepler-17,0,0.02605,14.684,743.7222,,,1712,5781,0.98,1.07,,4.48,
WASP-66 b,WASP-66,0,,15.693,746.9005,0,,,6600,1.76,1.33,,4.3,
Kepler-203 c,Kepler-203,0,,2.09,749.9,,,,,0.94,1.01,,,
WASP-36 b,WASP-36,0,0.02677,14.874,750.39663,,,1733,5959,0.98,1.08,,4.49,
HD 4732 b,HD 4732,0,1.19,,753.23,0.13,,,4959,5.4,1.74,1.19,3.16,
HD 4732 c,HD 4732,0,4.6,,753.23,0.23,,,4959,5.4,1.74,1.19,3.16,
TOI-1333 b,TOI-1333,0,0.0626,15.648,753.2571,0.073,,1679,6274,1.93,1.46,0.713,4.03,
WASP-66 b,WASP-66,0,0.05461,15.581,753.2571,0.046,,,6600,1.75,1.3,,,
HATS-12 b,HATS-12,0,0.04795,15.132,756.4354,0.085,,2097,6408,2.21,1.49,0.863,3.92,
NGTS-3 A b,NGTS-3 A,0,0.023,16.589,756.4354,,,,5600,0.93,1.02,,,
HD 37605 b,HD 37605,0,0.263,,759.58,0.677,,,5329,0.98,0.92,-0.154,4.42,
HATS-12 b,HATS-12,0,,15.513,759.6137,,,,,,,,,
HD 212771 b,HD 212771,0,1.19,,759.6137,0.076,,,5003,5.27,1.56,,3.31,
KMT-2017-BLG-1038L b,KMT-2017-BLG-1038L,0,1.9,,760,,,,,,0.43,,,
MOA-2011-BLG-293L b,MOA-2011-BLG-293L,0,1,,760,,,,,,0.43,,,
MOA-2011-BLG-293L b,MOA-2011-BLG-293L,0,3.4,,760,,,,,,0.43,,,
MOA-2011-BLG-293L b,MOA-2011-BLG-293L,0,1,,760,,,,,,0.43,,,
MOA-2011-BLG-293L b,MOA-2011-BLG-293L,0,3.4,,760,,,,,,0.43,,,
HD 192699 b,HD 192699,0,1.15,,762.76,0.129,,,,,1.69,,,
HD 29021 b,HD 29021,0,2.28,,762.792,0.459,,,5560,0.85,0.85,,4.44,
HIP 74890 b,HIP 74890,0,2.1,,762.792,0.07,,,4850,5.77,1.74,1.215,3.1,
Kepler-539 c,Kepler-539,0,2.42,,762.792,0.5,,253,5820,0.95,1.05,,4.5,
6 Lyn b,6 Lyn,0,2.2,,762.8,0.134,,,4978,5.2,1.7,1.176,3.16,
mu Leo b,mu Leo,0,1.1,,762.8,0.09,,,4538.2,11.4,1.5,1.797,2.4,
CoRoT-17 b,CoRoT-17,0,0.0481,11.433,765.9703,0.081,,,5740,1.59,1.04,,,
HD 108863 b,HD 108863,0,1.32,,767.24162,0.032,,,4878,5.74,1.59,,3.07,
KMT-2016-BLG-2397L b,KMT-2016-BLG-2397L,0,2.83,,769,,,,,,0.62,,,
HD 202206 c,HD 202206,0,2.701,,769.46643,0.255,,,,,1.15,,,
HD 160691 c,HD 160691,0,5.543,,770.07,0.027,,,5771.56,1.38,1.03,0.278,4.17,
CoRoT-17 b,CoRoT-17,0,0.0461,11.43,772.29,0,,1626,5740,1.59,1.04,,4.4,
HD 12661 b,HD 12661,0,0.84,,772.3269,0.38,,,5645,1.2,1.2,,4.36,
HD 290327 b,HD 290327,0,3.43,,772.3269,0.08,,,5505,0.95,0.84,,4.41,
Kepler-432 c,Kepler-432,0,,,772.3269,0.498,,,4995,4.06,1.32,,3.35,
WASP-3 b,WASP-3,0,,15.917,772.3269,0,,,6400,1.44,1.62,,4.25,
WASP-99 b,WASP-99,0,,11.433,772.3269,0,,,6150,1.64,1.21,,4.3,
47 UMa b,47 UMa,0,2.059,,774.86566,0.016,,,5829.16,1.14,1.01,,4.33,
HATS-24 b,HATS-24,0,0.02547,16.668,775.5052,0.242,,2067,6346,1.17,1.21,0.292,4.38,
KELT-9 b,KELT-9,0,,19.986,775.5052,,,,,2.18,1.98,,,
WASP-140 b,WASP-140,0,0.0323,16.141,775.5052,0.047,,1320,5260,0.87,0.9,,4.51,
HD 202206 c,HD 202206,0,2.55,,776,0.267,,,,,,,,
Kepler-17 b,Kepler-17,0,0.02591,14.68,778.65,0.011,,1570,5781,1.01,1.04,0.012,4.45,
47 UMa b,47 UMa,0,2.1,,778.6835,0.012,,,5882,,1.06,,,
HD 154857 b,HD 154857,0,1.29,,778.6835,0.46,,,5589,2.3,1.96,,4.01,
HD 23079 b,HD 23079,0,1.596,,778.7,0.102,,,5927,,1.01,,4.34,
HD 60532 c,HD 60532,0,1.58,,781.83,0.02,,,6095,,1.44,,3.83,
7 CMa b,7 CMa,0,1.93,,781.8618,0.22,,,4794.52,4.91,,,,
CoRoT-17 b,CoRoT-17,0,0.0481,11.287,781.8618,,,1610,5740,1.62,1.04,,4.04,
Qatar-2 b,Qatar-2,0,0.02136,12.498,783.76878,0,,1285,,0.7,0.73,,,
HAT-P-22 b,HAT-P-22,0,,12.89,785.0401,0.02,,,5302,1.11,1.13,,4.36,
Kepler-17 b,Kepler-17,0,0.0268,14.908,785.0401,0.02,,,5781,1.05,1.16,,,
Qatar-2 b,Qatar-2,0,0.02153,14.056,785.0401,0.011,,,4645,0.78,0.74,,,
Qatar-2 b,Qatar-2,0,0.02149,12.823,790.41,0,,1292,4645,0.71,0.74,,4.6,
HD 43691 b,HD 43691,0,0.24,,791.36,0.14,,,6200,,1.38,,4.28,
CoRoT-11 b,CoRoT-11,0,0.04351,15.581,791.3967,0,,1715,,1.33,1.23,,,
WASP-161 b,WASP-161,0,0.0673,12.812,791.3967,,990,1557,6400,1.71,1.39,0.647,4.11,
Qatar-2 b,Qatar-2,0,0.02153,14.056,792.635,0,,1344,4645,0.78,0.74,,4.53,
GJ 317 b,GJ 317,0,1.15,,794.5,0.11,,,3510,,0.42,,,
HD 192699 b,HD 192699,0,1.16,,794.5,0.149,,,5220,3.9,1.68,1.009,3.44,
HD 23079 b,HD 23079,0,1.5,,794.5,0.02,,,,,1.1,,,
Kepler-419 b,Kepler-419,0,0.37,10.8,794.5,0.833,,,6430,1.74,1.39,,4.1,
TYC 1422-614-1 b,TYC 1422-614-1,0,0.69,,794.5,0.06,,,4806,6.85,1.15,1.35,2.85,
HD 217107 c,HD 217107,0,4.41,,794.54,0.537,,,5646,,1.02,,,
HD 25723 b,HD 25723,0,1.49,,794.57102,0.04,,,4766,13.76,2.12,1.944,2.5,
HD 133131 B b,HD 133131 B,0,6.15,,794.575,0.61,,,5805,,0.93,,4.41,
HD 97048 b,HD 97048,0,130,,794.575,,,,10000,2.25,2.4,1.602,,
PSR B1620-26 b,PSR B1620-26,0,23,,794.575,,,,,,1.35,,,
TOI-942 c,TOI-942,0,0.0847,5.79,794.575,0,,,4928,1.02,0.79,-0.369,4.31,
HD 159868 b,HD 159868,0,2.3,,797.7533,0.01,,,5566,1.97,1.42,,4,
HD 60532 c,HD 60532,0,1.6,,797.7533,0.03,,,6245,2.57,1.5,,3.8,
HD 75898 b,HD 75898,0,1.19,,797.7533,0.1,,,6021,1.6,1.28,,4.16,
TOI-150.01,TOI-150,0,0.07037,14.067,797.7533,0.262,,1404,6255,1.53,1.35,0.497,4.13,
GJ 876 b,GJ 876,0,0.20774,,804.076,0.0338,,,3271,0.35,0.34,-1.893,4.87,
47 UMa b,47 UMa,0,2.1,,804.08,0.032,,,5872,1.21,1.06,0.198,4.3,
OGLE-2015-BLG-1649L b,OGLE-2015-BLG-1649L,0,2.07,,807,,,,,,0.34,,,
HD 290327 b,HD 290327,0,3.43,,807.25,0.08,,,5552,1,0.9,-0.14,4.42,
HD 41004 A b,HD 41004 A,0,,,807.25,0.74,,,,,,,,
HD 181342 b,HD 181342,0,1.592,,807.2882,0.022,,,4945,4.71,1.69,,3.28,
WASP-8 b,WASP-8,0,,12.666,807.2882,0.31,,,5600,1.03,1.34,,4.5,
HD 72659 b,HD 72659,0,3.24,,810.43,0.18,,,,,0.95,,,
HD 28678 b,HD 28678,0,1.32,,810.4665,0.17,,,4722,6.98,3.16,,3.25,
HD 43691 b,HD 43691,0,0.238,,810.4665,0.0796,,,6093,1.6,1.32,0.5,,
HD 64121 b,HD 64121,0,1.51,,813.64072,0.11,,,5078,5.44,1.64,1.248,3.19,
KMT-2019-BLG-1715L b,KMT-2019-BLG-1715L,0,3.32,,813.64072,,,,,,0.61,,,
HD 206610 b,HD 206610,0,1.54,,813.6448,0.23,,,4890,4.92,1.93,,3.34,
HD 128311 b,HD 128311,0,1.02,,816.79,0.31,,,,,0.8,,,
HD 154857 c,HD 154857,0,5.36,,819.97,0.06,,,5605,1.76,1.72,,3.82,
HD 196885 A b,HD 196885 A,0,2.37,,819.97,0.48,,,6254,1.31,1.28,0.38,4.31,
Kepler-419 b,Kepler-419,0,0.3704,10.761,820.0014,0.8,,,6430,1.75,1.39,,,
TIC 172900988 b,TIC 172900988 Aa,0,0.86762,11.24,823.9,0.0826,,,6050,1.38,1.24,,4.25,
7 CMa b,7 CMa,0,1.9,,826.3,0.14,,,4792,2.3,1.52,1.053,3.25,
HD 108863 b,HD 108863,0,1.4,,826.3,0.06,,,4956,5.6,1.85,1.225,3.2,
47 UMa b,47 UMa,0,2.11,,826.32,0.049,,,,,,,,
HD 171238 b,HD 171238,0,2.54,,826.32,0.4,,,5467,,0.94,,4.43,
HD 217107 c,HD 217107,0,5.32,,826.32,0.517,,,5575,1.2,0.98,0.098,4.27,
HD 155233 b,HD 155233,0,2,,826.358,0.04,,,4960,5.03,1.69,1.129,3.17,
Qatar-2 b,Qatar-2,0,0.0216,12.89,826.358,0,,,4645,0.71,0.74,,4.6,
TOI-942 b,TOI-942,0,0.04796,4.81,826.358,0,,,4928,1.02,0.79,-0.369,4.31,
HD 89307 b,HD 89307,0,3.9,,829.5,0.01,,,5956.14,1.09,1.09,0.131,4.4,
HD 23079 b,HD 23079,0,1.6,,829.5363,0.1,,,5974,1.07,1.12,,4.43,
MOA-2009-BLG-387L b,MOA-2009-BLG-387L,0,1.8,,830,,,,,,0.19,,,
MOA-2009-BLG-387L b,MOA-2009-BLG-387L,0,1.8,,830,,,,,,0.19,,,
OGLE-2003-BLG-235L b,OGLE-2003-BLG-235L,0,4.3,,830,,,,,,0.63,,,
OGLE-2012-BLG-0406L b,OGLE-2012-BLG-0406L,0,3.2,,830,,,,,,0.48,,,
CoRoT-11 b,CoRoT-11,0,0.04407,16.029,832.7146,0.36,,,6440,1.37,1.27,,,
HD 171028 b,HD 171028,0,1.32,,832.7146,0.59,,,5671,2.47,1.53,,3.84,
HATS-76 b,HATS-76,0,0.02658,12.094,835.57088,0.062,129.8,940,4016,0.63,0.66,-1.038,4.67,
WASP-32 b,WASP-32,0,,10.761,835.8929,0,,,6140,0.95,0.72,,4.4,
HD 62509 b,HD 62509,0,1.61,,835.9,,,,,,2,,,
KMT-2016-BLG-2397L b,KMT-2016-BLG-2397L,0,3.64,,836,,,,,,0.64,,,
TIC 172900988 b,TIC 172900988 Aa,0,0.88328,11.3,837,0.0728,,,6050,1.38,1.24,,4.25,
OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,0,0.56,,837.2,,,,,,0.06,,,
GJ 876 b,GJ 876,0,0.211,,839.04,0.031,,,,,0.33,-1.886,,
HD 62509 b,HD 62509,0,1.66,,839.0712,0.011,,,4858,,1.73,,2.78,
HD 66428 b,HD 66428,0,3.14,,839.0712,0.47,,,5716,1.13,1,,4.33,
WASP-38 b,WASP-38,0,0.07584,12.218,841.61384,0.0278,,,6180,1.35,1.23,,,
GJ 876 b,GJ 876,0,0.218585,,845.3,0.0368,,,,,0.37,,,
NY Vir b,NY Vir,0,,,845.4278,0.15,,,32780,0.15,0.46,1.375,5.74,
TIC 172900988 b,TIC 172900988 Aa,0,0.87235,11.15,845.7,0.0631,,,6050,1.38,1.24,,4.25,
HD 152079 b,HD 152079,0,4.187,,845.74563,0.532,,,5907,1.13,1.15,,4.37,
HD 4203 c,HD 4203,0,7.8,,851.78013,0.19,,,5625.06,1.5,1.14,,4.15,
HIP 109600 b,HIP 109600,0,0.706,,851.7844,0.163,,,5530,,0.87,,4.45,
WASP-61 b,WASP-61,0,,15.805,851.7844,0,,,6250,1.55,1.82,,4.26,
HD 37605 b,HD 37605,0,0.277,,854.9627,0.6745,,,5329,0.91,0.94,-0.22,,
WASP-141 b,WASP-141,0,0.0469,13.563,854.9627,0,,1540,5900,1.37,1.25,,4.26,
WASP-38 b,WASP-38,0,0.07522,12.263,855.245,0.0314,,,6150,1.33,1.2,,,
HD 173416 b,HD 173416,0,1.16,,858.1,0.21,,,4683,13.5,2,1.892,2.48,
HD 18742 b,HD 18742,0,1.92,,858.1,0.12,,,5048,4.9,1.6,1.143,3.3,
HD 81688 b,HD 81688,0,0.81,,858.1,0,,,4753,13,2.1,1.857,2.22,
Kepler-23 c,Kepler-23,0,0.099,3.2,858.1,,,,5760,1.52,1.11,0.362,4,
WASP-38 b,WASP-38,0,0.076,12.3,858.1,0,,1250,6200,,,,,
HD 164604 b,HD 164604,0,1.3,,858.105,0.24,,,,,0.8,,,
HD 40956 b,HD 40956,0,1.4,,858.141,0.24,,,4869,8.56,2,1.664,3.02,
HD 75898 b,HD 75898,0,1.19,,858.141,0.1,,,6061,1.55,1.43,,4.21,
OGLE-TR-132 b,OGLE-TR-132,0,0.03036,13.451,858.141,0.6,,,6210,1.32,1.3,,,
WASP-38 b,WASP-38,0,,,859.73015,0.0329,,,,,1.23,,,
OGLE-2013-BLG-1761L b,OGLE-2013-BLG-1761L,0,1.8,,860,,,,,,0.33,,,
OGLE-2013-BLG-1761L b,OGLE-2013-BLG-1761L,0,1.8,,860,,,,,,0.33,,,
HD 150706 b,HD 150706,0,6.7,,861.28,0.38,,,5961,0.96,1.17,,4.5,
HD 75898 b,HD 75898,0,1.191,,861.3193,0.11,,,5963,1.58,1.26,0.46,,
WASP-38 b,WASP-38,0,0.0758,12.218,861.3193,0.028,,,,1.35,1.23,,,
HD 171238 b,HD 171238,0,2.57,,864.4976,0.234,,,5440,1.01,0.96,-0.09,,
HD 233832 b,HD 233832,0,4.438,,864.4976,0.381,,,4971.74,0.74,0.82,-0.523,4.62,
HD 153950 b,HD 153950,0,1.28,,867.639,0.34,,,6076,1.34,1.12,0.346,4.37,
CoRoT-10 b,CoRoT-10,0,0.1055,10.873,867.6759,0.524,,,5075,0.79,0.89,,,
OGLE-2012-BLG-0406L b,OGLE-2012-BLG-0406L,0,3.45,,868,,,,,,0.44,,,
TIC 172900988 b,TIC 172900988 Aa,0,0.89809,11.2,869.7,0.088,,,6050,1.38,1.24,,4.25,
HATS-22 b,HATS-22,0,0.05025,10.682,870.8542,0.079,,858,4803,0.69,0.76,-0.646,4.64,
MOA-2013-BLG-220L b,MOA-2013-BLG-220L,0,3.03,,871,,,,,,0.88,,,
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,0,4.19,,871,,,,,,0.8,,,
CoRoT-10 b,CoRoT-10,0,0.1055,10.87,874,0.53,,600,5075,0.79,0.89,,4.65,
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,0,3.15,,874,,,,,,0.81,,,
HD 1502 b,HD 1502,0,1.262,,874.0325,0.031,,,4947,4.67,1.46,,3.18,
KELT-16 b,KELT-16,0,0.02044,15.861,874.0325,0,,2453,6236,1.36,1.21,0.401,4.25,
TOI-2180 b,TOI-2180,0,0.828,11.321,875.61726,0.3683,2.71,348,5695,1.64,1.11,0.406,4.06,
47 UMa b,47 UMa,0,2.11,,877.17,0.097,,,,,,,,
NY Vir b,NY Vir,0,,,883.53,0.44,,,32780,0.15,0.46,1.375,5.74,
WASP-99 b,WASP-99,0,0.0717,12.33,883.53,0,,1480,6180,1.76,1.48,,4.12,
CoRoT-10 b,CoRoT-10,0,0.106,10.548,883.5674,,,647,5075,0.74,0.9,,4.65,
HD 118203 b,HD 118203,0,0.07,,886.7457,0.31,,,5864,2.06,1.84,,4.08,
HD 12661 b,HD 12661,0,0.79,,886.7457,0.23,,,5754,1.1,1.07,,4.43,
WASP-158 b,WASP-158,0,0.0517,11.994,886.7457,0,,1590,6350,1.39,1.38,,4.3,
GJ 876 b,GJ 876,0,0.214,,887.69135,0.027,,,3271,0.35,0.34,-1.893,4.87,
CoRoT-23 b,CoRoT-23,0,0.048,11.77,889.9,0.16,,1660,5900,1.61,1.14,,4.3,
HD 196050 b,HD 196050,0,2.4,,889.924,0.19,,,5590,,1.13,,,
WASP-99 b,WASP-99,0,0.0717,12.33,889.924,0.01,,,6150,1.76,1.48,,,
MOA-2016-BLG-227L b,MOA-2016-BLG-227L,0,1.39,,890,,,,,,0.29,,,
OGLE-2018-BLG-1011L c,OGLE-2018-BLG-1011L,0,0.8,,890,,,,,,0.18,,,
OGLE-2018-BLG-1011L c,OGLE-2018-BLG-1011L,0,0.8,,890,,,,,,0.18,,,
OGLE-2018-BLG-1011L c,OGLE-2018-BLG-1011L,0,0.8,,890,,,,,,0.18,,,
OGLE-2018-BLG-1011L c,OGLE-2018-BLG-1011L,0,0.8,,890,,,,,,0.18,,,
xi Aql b,xi Aql,0,0.68,,890,0,,,4780,12,2.2,1.839,2.66,
HD 37605 b,HD 37605,0,0.2831,,890.522,0.6767,,,5448,0.9,1,-0.229,4.51,
HD 92788 c,HD 92788,0,8.26,,893.09782,0.355,,,5702.25,1.16,1.08,,4.34,
Kepler-433 b,Kepler-433,0,0.0678,16.253,893.1023,0.15,,,6340,2.26,1.46,,,
HD 66428 b,HD 66428,0,3.18,,896.2,0.465,,,5752,,1.1,,4.49,
Kepler-433 b,Kepler-433,0,0.0679,16.25,896.24,0.119,,1776,6360,2.26,1.46,0.88,3.89,
HD 113337 b,HD 113337,0,0.92,,899.42,0.46,,,6576.6,1.5,1.4,,4.21,
HD 108863 b,HD 108863,0,1.45,,902.6372,0,,,4863,7.19,2.17,,3.06,
HD 37605 b,HD 37605,0,0.26,,902.6372,0.737,,,5475,,,,4.55,
HD 72659 b,HD 72659,0,4.652,,905.81096,0.269,,,5865.17,1.52,1.05,,4.09,
BD-17 63 b,BD-17 63,0,1.34,,905.8155,0.54,,,4665,0.74,0.31,,4.19,
Kepler-434 b,Kepler-434,0,0.1143,12.67,908.96,0.131,,1000,5977,1.38,1.2,0.33,4.24,
55 Cnc d,55 Cnc,0,5.54,,908.98924,0.139,,,5317.89,0.96,0.97,,4.46,
WASP-73 b,WASP-73,0,,15.917,908.9938,0,,,6030,2.55,2.52,,3.93,
HD 169830 b,HD 169830,0,0.81,,915.31,0.31,,,6299,,1.4,0.662,4.1,
HAT-P-17 c,HAT-P-17,0,4.67,,915.3504,0.295,,,5246,0.84,0.86,,,
KELT-9 b,KELT-9,0,0.03462,21.196,915.3504,0,44900,4050,10170,2.36,2.52,1.724,4.09,
55 Cnc d,55 Cnc,0,5.28,,918.49,0.24,,,,,,,,
HD 165155 b,HD 165155,0,1.13,,918.5287,0.2,,,5426,0.95,1.02,-0.155,4.49,
HD 62509 b,HD 62509,0,1.69,,920,0.06,,,,8.9,1.7,,,
HD 145457 b,HD 145457,0,0.76,,921.668,0.112,,,4757,9.9,1.9,1.655,2.77,
HD 196050 b,HD 196050,0,2.54,,921.67,0.228,,,,,,,,
CoRoT-30 b,CoRoT-30,0,0.0844,11.31,921.707,0.007,,,5650,0.91,0.98,,4.4,
HD 12648 b,HD 12648,0,0.54,,921.707,0.04,,,4835.8,9.2,1.2,,2.18,
HD 181342 b,HD 181342,0,1.65,,921.707,0.1,,,5040,5.12,1.89,1.176,3.3,
NGTS-9 b,NGTS-9,0,0.058,11.994,921.707,0.06,729,1448,6330,1.38,1.34,,4.37,
HD 50499 c,HD 50499,0,9.02,,931.2419,0,,,6099,1.42,1.31,,4.42,
HD 10442 b,HD 10442,0,2.34,,934.4202,0.11,,,5034,4.73,2.58,,3.5,
HD 169830 b,HD 169830,0,0.82,,934.4202,0.35,,345,6300,1.2,1.4,,4.11,
HIP 65 A b,HIP 65 A,0,0.017,,937.5938,0.009,,,,,0.74,,,
CoRoT-6 b,CoRoT-6,0,0.0854,13.07,937.5985,0.18,,,6090,1.02,1.05,,,
HD 153950 b,HD 153950,0,1.28,,937.5985,0.34,,,6124,1.28,1.25,,4.32,
HD 169830 b,HD 169830,0,0.813,,939.50077,0.306,,,6179.26,1.94,1.41,,4.01,
CoRoT-6 b,CoRoT-6,0,0.0855,13.068,940.74,0.1,,1017,6090,1.02,1.05,,4.43,
HD 196885 A b,HD 196885 A,0,2.63,,940.74,0.462,,,6340,,1.33,0.38,4.46,
CoRoT-6 b,CoRoT-6,0,0.0855,13.283,940.7768,,,1025,6090,1.04,1.05,,4.42,
WASP-10 b,WASP-10,0,0.0369,14.348,940.7768,0.059,,,4675,0.78,0.7,,4.4,
TIC 172900988 b,TIC 172900988 Aa,0,0.90281,11.25,942,0.0271,,,6050,1.38,1.24,,4.25,
HD 12484 b,HD 12484,0,0.297,,947.1334,0.07,,,5920,,1.01,,4.65,
HD 196885 A b,HD 196885 A,0,2.6,,947.1334,0.48,,,6172,1.43,1.18,0.428,4.2,
Kepler-434 b,Kepler-434,0,0.1142,12.666,947.1334,0.13,,,5970,1.38,1.2,,,
HD 109286 b,HD 109286,0,1.259,,950.30694,0.338,0.71,259,5694,1.09,0.98,,4.44,
HD 4313 b,HD 4313,0,1.13,,950.3117,0.04,,,5005,4.91,2.47,,3.45,
HD 72659 b,HD 72659,0,,,950.3117,0.249,,,,,1.07,,,
HD 152079 b,HD 152079,0,3.2,,953.45,0.6,,,,,1.02,,,
75 Cet b,75 Cet,0,2.1,,953.49,0.117,,,4846,10.5,2.49,1.73,2.63,
EPIC 246851721 b,EPIC 246851721,0,0.07229,11.781,953.49,,642,1401,6202,1.59,1.32,0.526,4.16,
HD 143361 b,HD 143361,0,2,,953.49,0.18,,,,,0.95,,,
HD 73526 b,HD 73526,0,0.66,,953.49,0.34,,,,,1.05,,,
PDS 70 b,PDS 70,0,20,30.488,953.49,0.19,,1204,3972,,,,,
Kepler-93 c,Kepler-93,0,,,954,,,,5669,0.92,0.91,,4.47,
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,0,3.28,,957,,,,,,0.65,,,
OGLE-2017-BLG-1099L b,OGLE-2017-BLG-1099L,0,2.73,,959.84179,,,,,,0.45,,,
HD 196050 b,HD 196050,0,2.43,,959.8466,0.3,,,5918,,1.1,0.26,4.34,
Kepler-43 b,Kepler-43,0,0.044,12.55,962.98,,,,6019,1.34,1.23,0.326,4.54,
Kepler-88 d,KOI-142,0,,,965.147,0.41,,,5466,0.9,0.99,,,
HD 32518 b,HD 32518,0,0.59,,966.16,0.01,,,4580,10.22,1.13,,2.1,
HD 69123 b,HD 69123,0,2.482,,966.19836,0.19,,,4842,7.72,1.68,1.47,2.86,
HD 125612 b,HD 125612,0,1.37,,968,0.46,,,5900,,1.09,0.037,4.41,
CoRoT-23 b,CoRoT-23,0,0.04809,13.227,972.5598,,,1710,5900,1.74,1.12,,4.01,
HD 67087 b,HD 67087,0,1.08,,973,0.17,,,6330,1.55,1.36,0.54,4.19,
HD 73267 b,HD 73267,0,2.198,,973,0.256,,,5317,1.04,0.89,-0.106,4.28,
HD 142245 b,HD 142245,0,2.78,,975.7381,0,,,4922,4.63,3.5,,3.65,
HD 68402 b,HD 68402,0,2.18,,975.7381,0.03,,,5950,1.02,1.12,0.068,4.47,
HD 73526 b,HD 73526,0,0.65,,978.9164,0.19,,,5601,1.53,1.14,,4.12,
TIC 172900988 b,TIC 172900988 Aa,0,0.91359,11.27,981.3,0.0269,,,6050,1.38,1.24,,4.25,
OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,0,4.4,,982,,,,,,0.62,,,
HD 221287 b,HD 221287,0,1.25,,982.05,0.08,,,6304,,1.25,0.22,4.43,
CoRoT-23 b,CoRoT-23,0,0.0484,11.769,982.0947,0.16,,,5900,1.61,1.14,,,
HD 66428 b,HD 66428,0,,,982.0947,0.448,,,,,1.06,,,
Kepler-43 b,Kepler-43,0,0.044,12.498,982.0947,,,1603,6041,1.33,1.24,,4.28,
HD 73267 b,HD 73267,0,2.187,,984.31951,0.23,,,5387,0.91,0.9,,4.45,
HD 1502 b,HD 1502,0,1.31,,985.2,0.101,,,5049,4.5,1.61,1.064,3.4,
HD 190984 b,HD 190984,0,5.5,,985.2,0.57,,,5988,1.53,0.91,0.43,4.02,
HD 160691 c,HD 160691,0,4.17,,985.23,0.57,,,5807,,1.08,,4.37,
HD 113337 b,HD 113337,0,,,985.273,,,,6774,1.5,,0.632,,
HD 125612 b,HD 125612,0,1.372,,985.273,0.4553,,,5841,1.05,1.11,0.06,,
MASCARA-4 b,MASCARA-4,0,0.047,17.15,985.273,0,,2100,7800,1.92,1.75,1.087,4.1,
HD 143361 b,HD 143361,0,2,,991.588,0.15,,,,,0.95,,,
HD 17156 b,HD 17156,0,0.15,,991.59,0.67,,,6079,1.47,1.2,0.415,4.29,
55 Cnc d,55 Cnc,0,5.957,,991.6,0.13,,,5172,0.94,0.91,,4.43,
TOI-1431 b,TOI-1431,0,0.046,16.701,991.62463,0.0022,5300,2370,7690,1.92,1.9,1.068,4.15,
Kepler-43 b,Kepler-43,0,0.0444,13,994.77,0.017,,1628,6050,1.38,1.27,,4.26,
