,Name,starName,controversial,planetSemimajor,planetEarthRads,earthMass,eccentricity,earthFlux,equilTemp,stellarEffTemp,stellarRadius,stellarMass,luminosity,stLogSurfaceGrav,Unnamed: 14,calculatedEqEarthTemp,calculatedEqVenusTemp,calculatedEqMarsTemp,calculatedEqTitanTemp,calculatedSurfaceEarthTemp,calculatedSurfaceVenusTemp,calculatedSurfaceMarsTemp,calculatedSurfaceTitanTemp,similarityToTitan
20,Kepler-85 e,Kepler-85,0,,1.2,0.6,,,,,,0.9,,,,,,,,,,,,0.07228915662650592
21,TRAPPIST-1 e,TRAPPIST-1,0,0.02817,0.918,0.62,0.085,0.66,251.0,2559.0,0.12,0.08,-3.281,,,(126.18252150067985+126.18252150067985j),(96.59012278444922+96.59012278444922j),(128.42371342248722+128.42371342248722j),(127.77672199642316+127.77672199642316j),(1630.4926701142986+1630.4926701142986j),(3495.1928735698702+3495.1928735698702j),(1497.6616808948718+1497.6616808948718j),(1927.6721462556159+1927.6721462556159j),0.07003891050583644
22,Kepler-138 d,Kepler-138,0,,1.212,0.64,,2.32,,3841.0,0.44,0.52,,4.89,,,,,,,,,,0.06792452830188667
23,YZ Cet b,YZ Cet,0,0.0156,,0.65,0.03,,,,0.17,0.13,,,,,,,,,,,,0.06691449814126382
24,KOI-55 c,KOI-55,1,0.0076,0.867,0.655,,,,27730.0,0.2,0.5,1.36,5.52,,(275.6665025816823+0j),(211.01703322500907+0j),(280.5627554965175+0j),(279.149296156014+0j),(3562.079807170882+0j),(7635.82454880833+0j),(3271.8886317442025+0j),(4211.317323212214+0j),0.06642066420664194
25,TRAPPIST-1 f,TRAPPIST-1,0,0.0371,1.045,0.68,0.063,0.38,219.0,2559.0,0.12,0.08,-3.281,,,(109.9526422668251+109.9526422668251j),(84.16648431748159+84.16648431748159j),(111.90556705148678+111.90556705148678j),(111.34179311533713+111.34179311533713j),(1420.7750419283861+1420.7750419283861j),(3045.6333183919905+3045.6333183919905j),(1305.0290727886472+1305.0290727886472j),(1679.7306265893938+1679.7306265893938j),0.06405693950177926
26,TRAPPIST-1 e,TRAPPIST-1,0,0.02925,0.92,0.692,,0.65,,2566.0,0.12,0.09,-3.257,5.24,,(123.60401326641832+123.60401326641832j),(94.61632780883768+94.61632780883768j),(125.79940699243586+125.79940699243586j),(125.16563667417468+125.16563667417468j),(1597.17396063067+1597.17396063067j),(3423.7694822978574+3423.7694822978574j),(1467.0573394187459+1467.0573394187459j),(1888.2806485825408+1888.2806485825408j),0.0629811056682994
27,YZ Cet b,YZ Cet,0,0.01634,,0.7,0.06,8.21,471.0,3151.0,0.16,0.14,-2.659,5.17,,(157.19713472742043+157.19713472742043j),(120.33117078424634+120.33117078424634j),(159.98919296411103+159.98919296411103j),(159.18317643217847+159.18317643217847j),(2031.2541934315989+2031.2541934315989j),(4354.282181957526+4354.282181957526j),(1865.7744529733277+1865.7744529733277j),(2401.4779105805637+2401.4779105805637j),0.06228373702422141
28,YZ Cet b,YZ Cet,0,0.01557,,0.75,0.0,,,3056.0,0.17,0.13,,,,,,,,,,,,0.05825242718446588
29,Kepler-128 b,Kepler-128,0,,1.43,0.77,,,,,1.61,1.09,,,,,,,,,,,,0.05678233438485791
30,TRAPPIST-1 e,TRAPPIST-1,0,0.029283,0.91,0.772,0.0051,,,,,0.09,,,,,,,,,,,,0.056639395846444174
31,GJ 9827 c,GJ 9827,0,0.03925,1.241,0.84,0.0,,,4340.0,0.6,0.61,,4.66,,,,,,,,,,0.05217391304347818
32,TRAPPIST-1 b,TRAPPIST-1,0,0.01111,1.086,0.85,0.081,4.25,400.0,2559.0,0.12,0.08,-3.281,,,(200.92574887400326+200.92574887400326j),(153.80452477479471+153.80452477479471j),(204.49449326034116+204.49449326034116j),(203.4642615352897+203.4642615352897j),(2596.302220625092+2596.302220625092j),(5565.5429708410265+5565.5429708410265j),(2384.789836301371+2384.789836301371j),(3069.5136296502033+3069.5136296502033j),0.05157593123209159
33,Kepler-128 c,Kepler-128,0,,1.34,0.9,,,,,1.61,1.09,,,,,,,,,,,,0.04878048780487798
34,TRAPPIST-1 f,TRAPPIST-1,0,0.038534,1.046,0.934,0.01007,,,,,0.09,,,,,,,,,,,,0.04704652378463137
35,YZ Cet c,YZ Cet,0,0.0209,,0.98,0.04,,,3056.0,0.17,0.13,,,,,,,,,,,,0.04488778054862841
36,Kepler-138 d,Kepler-138,0,,1.61,1.01,0.024,,,3871.0,0.54,0.57,,4.73,,,,,,,,,,0.04358353510895874
37,L 98-59 b,L 98-59,0,0.02282,0.8,1.01,0.12,,610.0,3412.0,0.31,0.31,,4.94,,,,,,,,,,0.04358353510895874
38,TRAPPIST-1 b,TRAPPIST-1,0,0.011548,1.121,1.017,0.00622,,,,,0.09,,,,,,,,,,,,0.04329004329004327
39,TRAPPIST-1 f,TRAPPIST-1,0,0.03849,1.045,1.039,,0.37,,2566.0,0.12,0.09,-3.257,5.24,,(107.75106010323806+107.75106010323806j),(82.48121849007634+82.48121849007634j),(109.66488146769903+109.66488146769903j),(109.11239597916222+109.11239597916222j),(1392.3268579985408+1392.3268579985408j),(2984.6505911708805+2984.6505911708805j),(1278.8984708278351+1278.8984708278351j),(1646.0973740282056+1646.0973740282056j),0.04239284032030144
40,Teegarden's Star b,Teegarden's Star,0,0.0252,,1.05,0.0,1.15,,2904.0,0.11,0.09,-3.137,,,(131.92266828668076+131.92266828668076j),(100.98408699016213+100.98408699016213j),(134.26581387412875+134.26581387412875j),(133.58939027544105+133.58939027544105j),(1704.6651240219041+1704.6651240219041j),(3654.192074894019+3654.192074894019j),(1565.7915437464321+1565.7915437464321j),(2015.363539193369+2015.363539193369j),0.04195804195804187
41,YZ Cet d,YZ Cet,0,0.02851,,1.09,0.07,2.7,357.0,3151.0,0.16,0.14,-2.659,5.17,,(119.00687281097022+119.00687281097022j),(91.09731142076608+91.09731142076608j),(121.12061438794501+121.12061438794501j),(120.51041556297555+120.51041556297555j),(1537.7710914618713+1537.7710914618713j),(3296.4309859071714+3296.4309859071714j),(1412.493830781148+1412.493830781148j),(1818.0507981801265+1818.0507981801265j),0.04044943820224711
42,Teegarden's Star c,Teegarden's Star,0,0.0443,,1.11,0.0,0.37,,2904.0,0.11,0.09,-3.137,,,(99.49879796437118+99.49879796437118j),(76.1642816927853+76.1642816927853j),(101.26604670512559+101.26604670512559j),(100.75587407248975+100.75587407248975j),(1285.6936034933856+1285.6936034933856j),(2756.0670482556866+2756.0670482556866j),(1180.9522843109178+1180.9522843109178j),(1520.0287578719835+1520.0287578719835j),0.039735099337748325
43,YZ Cet c,YZ Cet,0,0.02156,,1.14,0.0,4.72,410.0,3151.0,0.16,0.14,-2.659,5.17,,(136.85046380090404+136.85046380090404j),(104.75621301930413+104.75621301930413j),(139.28113447001508+139.28113447001508j),(138.5794439689927+138.5794439689927j),(1768.340618616612+1768.340618616612j),(3790.689551397767+3790.689551397767j),(1624.2796007702261+1624.2796007702261j),(2090.644759145535+2090.644759145535j),0.03870967741935483
44,YZ Cet d,YZ Cet,0,0.02764,,1.14,0.129,,,3056.0,0.17,0.13,,,,,,,,,,,,0.03870967741935483
45,TRAPPIST-1 g,TRAPPIST-1,0,0.046877,1.148,1.148,0.00208,,,,,0.09,,,,,,,,,,,,0.03844510892780861
46,TRAPPIST-1 c,TRAPPIST-1,0,0.015815,1.095,1.156,0.00654,,,,,0.09,,,,,,,,,,,,0.03818413237165885
47,Kepler-138 d,Kepler-138,0,0.1301,1.68,1.17,0.027,,,,0.58,0.55,,4.65,,,,,,,,,,0.037735849056603765
48,GJ 273 c,GJ 273,0,0.036467,,1.18,0.17,6.66,,3382.0,0.29,0.29,-2.056,,,(98.67265786628442+98.67265786628442j),(75.53188845351302+75.53188845351302j),(100.42523311270622+100.42523311270622j),(99.91929645153324+99.91929645153324j),(1275.0184691055322+1275.0184691055322j),(2733.1833798279035+2733.1833798279035j),(1171.1468187579997+1171.1468187579997j),(1507.4079349795027+1507.4079349795027j),0.03742203742203731
49,OGLE-2018-BLG-0596L b,OGLE-2018-BLG-0596L,0,2.77,,1.19,,,,,,0.15,,,,,,,,,,,,0.03711340206185565
50,GJ 3929 b,GJ 3929,0,0.02569,1.15,1.21,,17.5,569.0,3369.0,0.32,0.31,-1.937,4.84,,(115.82209616437211+115.82209616437211j),(88.65943045534013+88.65943045534013j),(117.87927130402873+117.87927130402873j),(117.28540218272802+117.28540218272802j),(1496.6183635208515+1496.6183635208515j),(3208.2142621746266+3208.2142621746266j),(1374.6936831133653+1374.6936831133653j),(1769.3974255839905+1769.3974255839905j),0.03651115618661249
51,YZ Cet d,YZ Cet,0,0.0276,,1.21,0.02,,,,0.17,0.13,,,,,,,,,,,,0.03651115618661249
52,Proxima Cen b,Proxima Cen,0,0.0485,,1.27,0.35,0.65,234.0,3050.0,0.14,0.12,-2.81,,,(92.51172483138929+92.51172483138929j),(70.8158210360135+70.8158210360135j),(94.15487261365531+94.15487261365531j),(93.68052567507408+93.68052567507408j),(1195.4087415854856+1195.4087415854856j),(2562.5286094048015+2562.5286094048015j),(1098.0226394724234+1098.0226394724234j),(1413.2882513254604+1413.2882513254604j),0.03481624758220503
53,OGLE-2018-BLG-0596L b,OGLE-2018-BLG-0596L,0,3.02,,1.3,,,,,,0.2,,,,,,,,,,,,0.03402646502835538
54,TRAPPIST-1 c,TRAPPIST-1,0,0.0158,1.097,1.308,,2.21,,2566.0,0.12,0.09,-3.257,5.24,,(168.17714041052932+168.17714041052932j),(128.73613911498083+128.73613911498083j),(171.16422011093545+171.16422011093545j),(170.30190442242704+170.30190442242704j),(2173.1345313041143+2173.1345313041143j),(4658.422859754585+4658.422859754585j),(1996.0962564373003+1996.0962564373003j),(2569.21787067435+2569.21787067435j),0.03382187147688831
55,TRAPPIST-1 g,TRAPPIST-1,0,0.04683,1.129,1.321,,0.25,,2566.0,0.12,0.09,-3.257,5.24,,(97.68624778605617+97.68624778605617j),(74.77681184201457+74.77681184201457j),(99.42130290150338+99.42130290150338j),(98.92042398412013+98.92042398412013j),(1262.2723741122543+1262.2723741122543j),(2705.8603128783125+2705.8603128783125j),(1159.439107093684+1159.439107093684j),(1492.3386907305558+1492.3386907305558j),0.033494603647190146
56,TRAPPIST-1 g,TRAPPIST-1,0,0.0451,1.127,1.34,0.061,0.26,199.0,2559.0,0.12,0.08,-3.281,,,(99.72507100460919+99.72507100460919j),(76.33748904733385+76.33748904733385j),(101.49633869587966+101.49633869587966j),(100.98500586518118+100.98500586518118j),(1288.6174358052208+1288.6174358052208j),(2762.3346985476214+2762.3346985476214j),(1183.6379214162298+1183.6379214162298j),(1523.4854984088497+1523.4854984088497j),0.03302752293577982
57,Wolf 1061 b,Wolf 1061,0,0.035509,,1.36,0.0,,,3393.0,,0.25,-2.104,,,(100.57343433092568+100.57343433092568j),(76.98689371035839+76.98689371035839j),(102.35977023458473+102.35977023458473j),(101.84408748448548+101.84408748448548j),(1299.5797320781273+1299.5797320781273j),(2785.8339393067586+2785.8339393067586j),(1193.70715469981+1193.70715469981j),(1536.4458223475042+1536.4458223475042j),0.032549728752260365
58,GJ 1061 b,GJ 1061,0,0.021,,1.37,0.31,3.8,,2953.0,0.16,0.12,-2.77,,,(140.0881378709505+140.0881378709505j),(107.23458587350433+107.23458587350433j),(142.57631451541326+142.57631451541326j),(141.85802308314624+141.85802308314624j),(1810.1768711866757+1810.1768711866757j),(3880.3715073611174+3880.3715073611174j),(1662.7075885158142+1662.7075885158142j),(2140.106238035454+2140.106238035454j),0.032315978456014305
59,TRAPPIST-1 b,TRAPPIST-1,0,0.01154,1.116,1.374,,4.15,,2566.0,0.12,0.09,-3.257,5.24,,(196.7852771496977+196.7852771496977j),(150.6350789000421+150.6350789000421j),(200.28048051251963+200.28048051251963j),(199.27147874605222+199.27147874605222j),(2542.8002877344957+2542.8002877344957j),(5450.853970400246+5450.853970400246j),(2335.6465336587175+2335.6465336587175j),(3006.260241459988+3006.260241459988j),0.03222341568206222
60,TRAPPIST-1 c,TRAPPIST-1,0,0.01521,1.056,1.38,0.083,2.27,342.0,2559.0,0.12,0.08,-3.281,,,(171.72282250888017+171.72282250888017j),(131.45028577460744+131.45028577460744j),(174.77287887183525+174.77287887183525j),(173.89238296399137+173.89238296399137j),(2218.950771169676+2218.950771169676j),(4756.636484389066+4756.636484389066j),(2038.1799947251452+2038.1799947251452j),(2623.384743702254+2623.384743702254j),0.03208556149732611
61,LHS 1678 c,LHS 1678,0,0.0331,0.982,1.4,0.22,13.5,,3490.0,0.33,0.34,-1.839,,,(100.72157376560276+100.72157376560276j),(77.10029139820377+77.10029139820377j),(102.51054084908253+102.51054084908253j),(101.9940985251298+101.9940985251298j),(1301.493945390108+1301.493945390108j),(2789.937327717611+2789.937327717611j),(1195.4654232151852+1195.4654232151852j),(1538.7089270833494+1538.7089270833494j),0.03163444639718804
62,Ross 128 b,Ross 128,0,0.0496,,1.4,0.116,1.38,301.0,3192.0,0.2,0.17,-2.441,,,(88.31656600970187+88.31656600970187j),(67.60451331393038+67.60451331393038j),(89.8852014431097+89.8852014431097j),(89.43236486710744+89.43236486710744j),(1141.2001584364332+1141.2001584364332j),(2446.3248036584037+2446.3248036584037j),(1048.230255093138+1048.230255093138j),(1349.1994162514063+1349.1994162514063j),0.03163444639718804
63,TOI-500 b,TOI-500,0,0.01189,1.166,1.42,0.063,1138.0,1617.0,4440.0,0.68,0.74,,4.62,,,,,,,,,,0.03119584055459268
64,OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,0,1.16,,1.43,,,,,,0.08,,,,,,,,,,,,0.030981067125645412
65,OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,0,1.16,,1.43,,,,,,0.08,,,,,,,,,,,,0.030981067125645412
66,OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,0,1.16,,1.43,,,,,,0.08,,,,,,,,,,,,0.030981067125645412
67,OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,0,1.16,,1.43,,,,,,0.08,,,,,,,,,,,,0.030981067125645412
68,OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,0,1.16,,1.43,,,,,,0.08,,,,,,,,,,,,0.030981067125645412
69,OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,0,1.16,,1.43,,,,,,0.08,,,,,,,,,,,,0.030981067125645412
70,OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,0,1.16,,1.43,,,,,,0.08,,,,,,,,,,,,0.030981067125645412
71,OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,0,1.16,,1.43,,,,,,0.08,,,,,,,,,,,,0.030981067125645412
72,GJ 9827 c,GJ 9827,0,0.0429,1.24,1.45,,59.0,771.0,4219.0,0.62,0.64,,4.66,,,,,,,,,,0.03056027164685904
73,Kepler-307 c,Kepler-307,0,,2.8,1.5,,,,,1.08,0.98,,4.36,,,,,,,,,,0.029556650246305383
74,TOI-178 b,TOI-178,0,0.02607,1.152,1.5,,,1040.0,4316.0,0.65,0.65,-0.879,4.45,,(94.3664832943125+94.3664832943125j),(72.23560045980861+72.23560045980861j),(96.04257438468942+96.04257438468942j),(95.55871731103831+95.55871731103831j),(1219.375373751831+1219.375373751831j),(2613.9044932015736+2613.9044932015736j),(1120.0367872656313+1120.0367872656313j),(1441.6231283313039+1441.6231283313039j),0.029556650246305383
75,LTT 1445 A c,LTT 1445 A,0,0.02661,1.147,1.54,0.223,10.9,508.0,3340.0,0.27,0.26,,,,,,,,,,,,0.028799999999999937
76,GJ 1132 b,GJ 1132,0,,,1.58,,,,,,,,,,,,,,,,,,0.02808112324492973
77,TOI-270 b,TOI-270,0,0.03197,1.206,1.58,0.034,,581.0,3506.0,0.38,0.39,-1.712,4.87,,(100.66898492006933+100.66898492006933j),(77.06003571947144+77.06003571947144j),(102.45701794632481+102.45701794632481j),(101.94084526773787+101.94084526773787j),(1300.8144081122641+1300.8144081122641j),(2788.4806429410537+2788.4806429410537j),(1194.8412456519122+1194.8412456519122j),(1537.9055348897803+1537.9055348897803j),0.02808112324492973
78,TOI-561 b,TOI-561,0,0.01055,1.423,1.59,0.0,,,5455.0,0.85,0.79,,4.47,,,,,,,,,,0.027906976744185963
79,Kepler-138 c,Kepler-138,0,,1.75,1.6,,,,,0.55,0.59,,,,,,,,,,,,0.027734976887519247
80,GJ 1132 b,GJ 1132,0,,1.16,1.62,0.0,,409.0,3270.0,0.21,0.18,-2.359,,,,,,,,,,,0.0273972602739726
81,GJ 1132 b,GJ 1132,0,0.01533,1.43,1.63,,,644.0,,0.26,0.18,,4.88,,,,,,,,,,0.027231467473524895
82,K2-138 f,K2-138,0,0.10447,2.904,1.63,0.062,,,5356.3,0.86,0.94,,4.54,,,,,,,,,,0.027231467473524895
83,GJ 1061 d,GJ 1061,0,0.054,,1.64,0.53,0.6,,2953.0,0.16,0.12,-2.77,,,(87.36030264404138+87.36030264404138j),(66.87251339187367+66.87251339187367j),(88.91195339760013+88.91195339760013j),(88.46401999036708+88.46401999036708j),(1128.8436102404942+1128.8436102404942j),(2419.836785657476+2419.836785657476j),(1036.8803551025471+1036.8803551025471j),(1334.5907190043913+1334.5907190043913j),0.02706766917293224
84,GJ 581 e,GJ 581,0,0.029,,1.657,0.125,,,3396.0,0.33,0.31,-1.885,4.89,,(108.27293442352534+108.27293442352534j),(82.88070253965074+82.88070253965074j),(110.19602506313566+110.19602506313566j),(109.64086370311763+109.64086370311763j),(1399.0703613287124+1399.0703613287124j),(2999.106249398929+2999.106249398929j),(1285.092602649278+1285.092602649278j),(1654.0699726028702+1654.0699726028702j),0.02679368859779696
85,GJ 1132 b,GJ 1132,0,0.0153,1.13,1.66,0.22,,529.0,3270.0,0.21,0.18,-2.359,,,(157.66211105478195+157.66211105478195j),(120.68710059146191+120.68710059146191j),(160.46242797243977+160.46242797243977j),(159.65402730922224+159.65402730922224j),(2037.262477974681+2037.262477974681j),(4367.16179417675+4367.16179417675j),(1871.2932619155697+1871.2932619155697j),(2408.5812867396635+2408.5812867396635j),0.026745913818722045
86,OGLE-2013-BLG-0341L B b,OGLE-2013-BLG-0341L B,0,0.702,,1.66,,,,,,0.11,,,,,,,,,,,,0.026745913818722045
87,Kepler-78 b,Kepler-78,0,,1.2,1.69,,,,5121.0,0.74,0.83,,4.61,,,,,,,,,,0.026277372262773713
88,GJ 581 e,GJ 581,0,0.028453,,1.7,0.0,,,,0.29,0.31,-1.886,,,(109.32323077776144+109.32323077776144j),(83.68468277882496+83.68468277882496j),(111.26497626494195+111.26497626494195j),(110.70442958905026+110.70442958905026j),(1412.6419755797438+1412.6419755797438j),(3028.1989342557818+3028.1989342557818j),(1297.5585811747947+1297.5585811747947j),(1670.1151982275924+1670.1151982275924j),0.0261248185776487
89,GJ 581 e,GJ 581,0,0.02815,,1.7,0.0,,,3396.0,0.33,0.31,-1.885,4.89,,(109.89544870415737+109.89544870415737j),(84.1227038225695+84.1227038225695j),(111.84735764487247+111.84735764487247j),(111.28387696443076+111.28387696443076j),(1420.0360038778038+1420.0360038778038j),(3044.0490852488197+3044.0490852488197j),(1304.3502417890554+1304.3502417890554j),(1678.8568887975944+1678.8568887975944j),0.0261248185776487
90,Kepler-11 f,Kepler-11,0,,2.6,1.7,,,,,,0.9,,,,,,,,,,,,0.0261248185776487
91,GJ 393 b,GJ 393,0,0.05402,,1.71,,9.21,485.0,3579.0,0.43,0.43,-1.571,4.88,,(75.79801350076774+75.79801350076774j),(58.02181905849019+58.02181905849019j),(77.14430055801323+77.14430055801323j),(76.75565192217643+76.75565192217643j),(979.4391802636513+979.4391802636513j),(2099.5671466052354+2099.5671466052354j),(899.6474230976621+899.6474230976621j),(1157.9552986357924+1157.9552986357924j),0.025974025974025983
92,HD 215152 c,HD 215152,0,0.067393,,1.72,0.0,,,4935.0,0.73,0.77,,4.4,,,,,,,,,,0.0258249641319942
93,GJ 1061 c,GJ 1061,0,0.035,,1.74,0.29,1.4,,2953.0,0.16,0.12,-2.77,,,(108.51180499507997+108.51180499507997j),(83.06355304510627+83.06355304510627j),(110.43913833636527+110.43913833636527j),(109.88275218538654+109.88275218538654j),(1402.1569751591685+1402.1569751591685j),(3005.722845021475+3005.722845021475j),(1287.9277599868885+1287.9277599868885j),(1657.719163805184+1657.719163805184j),0.025531914893616947
94,tau Cet g,tau Cet,0,0.133,,1.75,0.06,,,,,0.78,,,,,,,,,,,,0.02538787023977429
95,LHS 1140 c,LHS 1140,0,0.02734,1.169,1.76,0.274,,709.0,2988.0,0.21,0.19,-2.488,,,(119.52380393294244+119.52380393294244j),(91.49301155378434+91.49301155378434j),(121.64672698640791+121.64672698640791j),(121.03387763583632+121.03387763583632j),(1544.450720267079+1544.450720267079j),(3310.7497200088196+3310.7497200088196j),(1418.6292917295616+1418.6292917295616j),(1825.9478802284764+1825.9478802284764j),0.02524544179523136
96,Kepler-78 b,Kepler-78,0,,1.228,1.77,,,,5121.0,0.75,0.78,,4.61,,,,,,,,,,0.025104602510460206
97,GJ 3138 b,GJ 3138,0,0.0197,,1.78,0.19,118.1,,3717.0,0.5,0.68,-1.347,,,(120.78134273807572+120.78134273807572j),(92.45563162310495+92.45563162310495j),(122.9266015776541+122.9266015776541j),(122.30730429106735+122.30730429106735j),(1560.7002592663696+1560.7002592663696j),(3345.5829173301763+3345.5829173301763j),(1433.5550330944327+1433.5550330944327j),(1845.1591188268264+1845.1591188268264j),0.02496532593619971
98,K2-3 d,K2-3,0,0.2097,1.65,1.8,,,,3835.0,0.6,0.62,-1.15,4.66,,(35.58494610454823+35.58494610454823j),(27.239543739009868+27.239543739009868j),(36.21698842545743+36.21698842545743j),(36.0345292801433+36.0345292801433j),(459.8179930139187+459.8179930139187j),(985.6852482561521+985.6852482561521j),(422.3581012937991+422.3581012937991j),(543.6260792377279+543.6260792377279j),0.024691358024691357
99,OGLE-2019-BLG-0960L b,OGLE-2019-BLG-0960L,0,1.45,,1.8,,,,,,0.42,,,,,,,,,,,,0.024691358024691357
100,LHS 1140 c,LHS 1140,0,0.02675,1.282,1.81,0.31,6.16,438.0,3216.0,0.21,0.18,-2.356,,,(119.19910537159402+119.19910537159402j),(91.24446148888165+91.24446148888165j),(121.3162612888186+121.3162612888186j),(120.7050768057956+120.7050768057956j),(1540.2550629131215+1540.2550629131215j),(3301.75573190186+3301.75573190186j),(1414.7754410742584+1414.7754410742584j),(1820.987507229136+1820.987507229136j),0.024556616643929052
101,HD 215152 b,HD 215152,0,0.057638,,1.819,0.0,,,4935.0,0.73,0.77,,4.4,,,,,,,,,,0.024436600597339098
102,tau Cet h,tau Cet,0,0.243,,1.83,0.23,,,,,0.78,,,,,,,,,,,,0.02429149797570851
103,GJ 357 b,GJ 357,0,0.035,1.217,1.84,,12.6,525.0,3505.0,0.34,0.34,-1.798,4.94,,(97.39899310095763+97.39899310095763j),(74.5569242936117+74.5569242936117j),(99.12894613988831+99.12894613988831j),(98.62954009938329+98.62954009938329j),(1258.5605552887048+1258.5605552887048j),(2697.9035014569263+2697.9035014569263j),(1156.0296782012103+1156.0296782012103j),(1487.9503424176485+1487.9503424176485j),0.024161073825503365
104,GJ 3473 b,GJ 3473,0,0.01589,1.264,1.86,0.0,59.4,773.0,3347.0,0.36,0.36,-1.824,4.81,,(145.07257757484064+145.07257757484064j),(111.0500718638349+111.0500718638349j),(147.64928538721983+147.64928538721983j),(146.9054366137791+146.9054366137791j),(1874.584304998939+1874.584304998939j),(4018.43799965008+4018.43799965008j),(1721.8679560252478+1721.8679560252478j),(2216.2528030874755+2216.2528030874755j),0.0239043824701195
105,Kepler-78 b,Kepler-78,0,,1.173,1.86,0.0,,2250.0,5058.0,0.74,0.76,,4.55,,,,,,,,,,0.0239043824701195
106,Kepler-78 b,Kepler-78,0,,1.2,1.87,,,,,,0.83,,,,,,,,,,,,0.023778071334213946
107,Kepler-11 b,Kepler-11,0,0.091,1.8,1.9,0.045,,,5663.0,1.06,0.96,,4.37,,,,,,,,,,0.023407022106631925
108,Kepler-307 c,Kepler-307,0,,2.81,1.9,,,,,1.08,0.98,,,,,,,,,,,,0.023407022106631925
109,Wolf 1061 b,Wolf 1061,0,0.0375,,1.91,0.15,7.34,,3342.0,0.31,0.29,-1.991,,,(96.52576420949335+96.52576420949335j),(73.88848555231576+73.88848555231576j),(98.24020738608999+98.24020738608999j),(97.74527876130823+97.74527876130823j),(1247.2769536461674+1247.2769536461674j),(2673.7154969524768+2673.7154969524768j),(1145.6653152621695+1145.6653152621695j),(1474.6101508335687+1474.6101508335687j),0.023285899094437235
110,HD 20781 b,HD 20781,0,0.0529,,1.93,0.1,,,5256.0,,0.7,-0.31,4.37,,(51.050929635925414+51.050929635925414j),(39.07843577026431+39.07843577026431j),(51.957671154006235+51.957671154006235j),(51.69591133676509+51.69591133676509j),(659.6647902098606+659.6647902098606j),(1414.0852737012551+1414.0852737012551j),(605.9240232362446+605.9240232362446j),(779.8976746482161+779.8976746482161j),0.023047375160051176
111,GJ 581 e,GJ 581,0,0.03,,1.94,0.0,,,,,,,,,,,,,,,,,0.02292993630573248
112,L 98-59 d,L 98-59,0,0.0486,1.521,1.94,0.074,5.01,416.0,3415.0,0.3,0.27,-1.948,4.86,,(84.32768364021128+84.32768364021128j),(64.55110596987325+64.55110596987325j),(85.82547050570952+85.82547050570952j),(85.39308662523075+85.39308662523075j),(1089.657017690371+1089.657017690371j),(2335.834752694595+2335.834752694595j),(1000.8861681044259+1000.8861681044259j),(1288.2618367284315+1288.2618367284315j),0.02292993630573248
113,Kepler-78 b,Kepler-78,0,,1.121,1.96716,,,,5089.0,0.75,0.84,,4.6,,,,,,,,,,0.022616929525647533
114,Kepler-138 c,Kepler-138,0,,1.197,1.97,,4.63,,3841.0,0.44,0.52,,4.89,,,,,,,,,,0.02258469259723961
115,PSR B0329+54 b,PSR B0329+54,0,10.26,,1.97,0.236,,,,,1.44,,,,,,,,,,,,0.02258469259723961
116,Kepler-11 f,Kepler-11,0,,,1.98,0.005,,,5820.0,1.13,1.05,0.12,4.35,,,,,,,,,,0.022471910112359494
117,Kepler-11 f,Kepler-11,0,0.25,2.49,2.0,0.013,,,5663.0,1.06,0.96,,4.37,,,,,,,,,,0.02224969097651419
118,Kepler-177 b,Kepler-177,0,,2.9,2.0,,,,,1.07,1.07,,4.41,,,,,,,,,,0.02224969097651419
119,Kepler-60 c,Kepler-60,0,,1.8,2.0,,,,,,1.0,,,,,,,,,,,,0.02224969097651419
120,OGLE-2019-BLG-0960L b,OGLE-2019-BLG-0960L,0,1.67,,2.0,,,,,,0.48,,,,,,,,,,,,0.02224969097651419
121,OGLE-2019-BLG-0960L b,OGLE-2019-BLG-0960L,0,1.65,,2.0,,,,,,0.43,,,,,,,,,,,,0.02224969097651419
122,GJ 3323 b,GJ 3323,0,0.03282,,2.02,0.23,2.58,,3159.0,0.12,0.16,-2.569,,,(109.96710836950177+109.96710836950177j),(84.1775578213008+84.1775578213008j),(111.92029009396839+111.92029009396839j),(111.35644198396096+111.35644198396096j),(1420.9619685652845+1420.9619685652845j),(3046.034022216756+3046.034022216756j),(1305.2007711141607+1305.2007711141607j),(1679.9516231494804+1679.9516231494804j),0.022031823745410017
123,Kepler-1972 b,Kepler-1972,0,,0.802,2.02,0.067,,,5818.0,1.38,1.12,0.294,4.2,,,,,,,,,,0.022031823745410017
124,Kepler-68 c,Kepler-68,0,,,2.04,0.0,,,5875.23,1.26,1.06,0.231,4.26,,,,,,,,,,0.021818181818181737
125,Kepler-47 b,Kepler-47,0,0.2877,3.05,2.07,0.021,,,,0.94,0.96,,,,,,,,,,,,0.021505376344086002
